tweet_id,bert_pred,airline_sentiment
569630092273410048,negative,negative
569627480425766912,negative,negative
569625739231948800,positive,positive
569625609799774208,neutral,neutral
569620102389350401,positive,positive
569619569372823552,negative,negative
569618527948115968,neutral,negative
569616490380439552,positive,positive
569615109363929088,neutral,neutral
569614365755899905,neutral,negative
569614024578600960,positive,positive
569609971383586817,negative,negative
569608328998887424,negative,negative
569599867716132864,positive,positive
569596445680115712,neutral,positive
569596097540132864,negative,negative
569594386066984960,negative,negative
569586660909973504,neutral,neutral
569580805036453888,positive,positive
569575679722786816,neutral,neutral
569575003248676864,neutral,neutral
569574973662232576,neutral,neutral
569574961158815745,negative,neutral
569572942381649920,negative,negative
569572740723712001,negative,negative
569566981835218944,negative,negative
569564853460807680,negative,negative
569564610837086209,negative,negative
569562202405019650,negative,negative
569541127340040192,negative,negative
569540405676654592,neutral,negative
569494748341407744,negative,negative
569482263345307648,neutral,neutral
569477692166316033,negative,negative
569461469042966528,negative,negative
569459618881019905,neutral,neutral
569452063920226304,neutral,neutral
569447071910105089,neutral,neutral
569429411646156800,neutral,neutral
569369239183872000,negative,negative
569368160291463168,negative,negative
569356387785900032,neutral,neutral
569354267854704641,positive,positive
569351220097216512,negative,negative
569348775631675392,negative,negative
569324558999691264,neutral,neutral
569323106210152448,neutral,neutral
569323082701275138,negative,negative
569318651502989312,negative,negative
569318130356502528,neutral,positive
569316358845911040,positive,positive
569311498301870080,neutral,neutral
569311060903268352,negative,negative
569310635986546688,negative,negative
569305113589714944,negative,neutral
569304436612444160,neutral,positive
569304208534597632,neutral,neutral
569304030847090688,negative,negative
569303931916038144,negative,negative
569298165855338497,positive,positive
569290361870426112,neutral,negative
569282249717194754,negative,negative
569277854950817792,negative,negative
569277352129138688,negative,negative
569263837448269826,negative,negative
569262527281913857,positive,positive
569262225900359680,negative,negative
569261347688607744,positive,positive
569261128532041728,negative,neutral
569260526976544768,neutral,positive
569253311813185537,positive,positive
569253236093267969,neutral,positive
569250469178175488,positive,positive
569248437050302464,neutral,neutral
569248400836726786,positive,positive
569247769166266368,negative,negative
569247394002563072,negative,negative
569244860286263297,negative,negative
569240250192670720,positive,positive
569238877178716161,negative,negative
569237252154372097,negative,negative
569236471690829825,neutral,neutral
569236251129163777,negative,negative
569230983075115010,neutral,negative
569229785500680192,negative,negative
569226875349835776,negative,negative
569224234150404096,negative,negative
569223788639821824,negative,negative
569222494952886272,neutral,positive
569221440794271745,positive,positive
569221156504530944,neutral,negative
569220232293720066,neutral,neutral
569218762907324416,negative,negative
569212570478911489,neutral,positive
569211675108179968,negative,negative
569209566715469824,neutral,positive
569208480793567233,neutral,positive
569205125278859265,positive,positive
569204272795004928,negative,negative
569202691185909760,neutral,positive
569201943131738113,positive,positive
569200619430420480,positive,positive
569200606595952640,neutral,negative
569198782421663745,negative,negative
569198104806699008,positive,positive
569197967959154688,positive,positive
569197611393163264,neutral,neutral
569197515993534464,neutral,neutral
569192778468626432,negative,negative
569182336715243520,negative,negative
569180623165915137,neutral,positive
569179517522046977,negative,negative
569176777056079874,positive,positive
569165709516759042,positive,positive
569110766235877376,positive,positive
569083230361673728,negative,negative
569028851860254720,neutral,negative
569022319437357056,negative,negative
569020707113476096,positive,positive
569018352464588800,neutral,neutral
569011849976348672,positive,positive
568989005162766337,neutral,neutral
568977439398821888,neutral,neutral
568977175149293570,neutral,neutral
568972394297077760,positive,positive
568945958970531840,negative,negative
568945265899483136,neutral,neutral
568943244027006976,positive,neutral
568942331921092608,negative,negative
568940002849255425,negative,negative
568929979981033472,positive,positive
568929026644975616,negative,negative
568928741298012160,negative,negative
568928605226426370,neutral,neutral
568926018049691648,neutral,neutral
568923762764095488,positive,positive
568920614716600320,positive,neutral
568920221882257408,neutral,neutral
568911350656675841,positive,positive
568910590921609216,neutral,positive
568901823215448064,negative,negative
568898405189038080,neutral,neutral
568897315458691072,neutral,positive
568890074164809728,positive,positive
568890062286385153,neutral,neutral
568884848632279041,neutral,neutral
568882014415249408,negative,negative
568874645564362752,positive,positive
568868127364096000,negative,negative
568867068331864064,neutral,neutral
568865011717705730,neutral,neutral
568864815654899712,neutral,neutral
568855933360607232,neutral,neutral
568853685855334400,neutral,negative
568850967673896960,negative,negative
568850943359496192,negative,negative
568847512372514816,neutral,neutral
568845553104068609,neutral,neutral
568840724700995584,negative,negative
568840560347373569,positive,positive
568838020041809920,neutral,neutral
568837602071203840,neutral,neutral
568833739192557569,neutral,neutral
568830466830151680,neutral,neutral
568830133626253312,negative,negative
568828648687591424,neutral,neutral
568828112626012160,neutral,neutral
568824637267685377,neutral,negative
568823689422053376,negative,neutral
568815689684815873,positive,positive
568812046747201537,negative,negative
568811384437411840,negative,negative
568805696780824576,positive,positive
568803996774879232,positive,positive
568802396907835393,positive,positive
568800805475782656,neutral,neutral
568795484283736064,negative,neutral
568795139512127488,positive,positive
568792520337039360,neutral,neutral
568791035297468416,positive,positive
568790164404899840,neutral,negative
568781819233091584,positive,neutral
568775898234798081,neutral,negative
568769672922812418,neutral,negative
568735060104511488,neutral,neutral
568689188377403392,neutral,neutral
568663147189415936,neutral,negative
568662343170674688,negative,negative
568646087361355776,negative,neutral
568643040073506816,neutral,positive
568633361595412481,positive,positive
568632394929958912,positive,neutral
568630879246901248,neutral,neutral
568629385105793024,positive,neutral
568626625857728513,neutral,neutral
568608718994026496,negative,negative
568607562251108352,neutral,neutral
568605449659895808,positive,positive
568604690767872000,positive,positive
568602941940043776,neutral,positive
568595620002279424,negative,negative
568585196699664384,negative,negative
568579880046227457,neutral,neutral
568577243200376833,neutral,neutral
568576829000425472,negative,negative
568572344056180737,neutral,neutral
568571772251082752,neutral,neutral
568553610981740544,positive,positive
568543525505089536,positive,positive
568541317816561664,neutral,neutral
568536882012749824,negative,negative
568532221180534784,positive,negative
568526847320784896,negative,negative
568525368572817408,positive,positive
568522203198697474,neutral,negative
568519971971538945,positive,negative
568518985056002049,negative,negative
568517565548339200,negative,negative
568517447847780353,neutral,neutral
568511755040657409,negative,negative
568511474580066304,negative,negative
568496820604821505,negative,negative
568495808053702656,neutral,neutral
568492682152189952,neutral,neutral
568491256508231680,neutral,positive
568490223417602050,neutral,positive
568483591623208961,neutral,neutral
568483491819753472,neutral,neutral
568481985221537792,positive,positive
568478510538493952,positive,positive
568476562376531969,positive,neutral
568472719102234624,neutral,neutral
568469942711885825,neutral,negative
568463892453724160,negative,negative
568463244035289088,negative,negative
568460512553353216,positive,positive
568458513636134913,negative,negative
568457140894969856,negative,negative
568456334581981184,negative,negative
568452676452806656,neutral,neutral
568452186977361921,positive,positive
568451468560187393,neutral,positive
568447216156692480,negative,negative
568440278853525504,neutral,neutral
568437415603507200,positive,positive
568434482270707712,positive,positive
568432117539065856,neutral,neutral
568429677779365888,positive,positive
568428224813916160,neutral,neutral
568423029371334656,negative,negative
568406048777900032,neutral,positive
568392783922372608,positive,positive
568391084210036736,neutral,neutral
568382154071089154,neutral,neutral
568364437599436800,neutral,neutral
568349321634013184,neutral,neutral
568307768551026688,neutral,neutral
568303606710956032,neutral,positive
568279994876571649,positive,positive
568265552583479296,neutral,neutral
568259485413715969,negative,negative
568245360998658048,positive,positive
568240364315783168,negative,negative
568239036533497856,neutral,positive
568218962833461248,negative,negative
568216286561374208,negative,negative
568209028188233728,neutral,neutral
568204964742496256,positive,positive
568203174198284288,neutral,neutral
568199730989174784,neutral,neutral
568195292803129345,positive,positive
568193116437483520,neutral,neutral
568189531033174016,positive,positive
568174745293709313,negative,negative
568165573869199361,negative,negative
568157680696729600,negative,negative
568150150289461249,neutral,neutral
568148652352544769,negative,negative
568146157534367744,positive,positive
568144330268868608,neutral,neutral
568142526110019584,neutral,neutral
568140092453179394,positive,positive
568140010458894338,positive,positive
568136946016522240,negative,negative
568132935037132800,negative,negative
568132204712370178,negative,negative
568122723915862016,neutral,neutral
568120102660341760,neutral,positive
568119079371997186,positive,positive
568114097142652928,neutral,neutral
568104519633993728,neutral,neutral
568104264733573122,negative,negative
568101393111891968,neutral,neutral
568100257931747328,positive,positive
568100090390425600,neutral,neutral
568095440517754881,neutral,positive
568093957080551424,neutral,positive
568088472772157440,neutral,neutral
568086068328681473,neutral,neutral
568083179023650818,negative,negative
568079278505463808,negative,negative
568068513224654848,neutral,neutral
568068214325784576,positive,positive
568064123621093377,neutral,positive
568061922265804802,neutral,neutral
568059129601724416,positive,positive
568058610296565760,positive,positive
568054702635483136,neutral,neutral
568053134439788546,neutral,neutral
568050777744379904,neutral,positive
568017135236022273,negative,negative
568011935347838977,neutral,neutral
567972416846217216,negative,negative
567972174398689280,negative,negative
567971836321009664,negative,negative
567971610801664000,negative,negative
567946319349706753,negative,negative
567908796917420032,positive,positive
567899492885745664,neutral,neutral
567893201719156736,positive,positive
567873698679623680,neutral,positive
567858317831249920,neutral,positive
567855171335626752,neutral,neutral
567849520781893632,neutral,negative
567849200295124992,neutral,neutral
567846970141716481,positive,positive
567845726220357632,neutral,neutral
567845203014377472,positive,neutral
567829051559186432,positive,neutral
567828603976597504,neutral,positive
567823564167192576,neutral,positive
567814795895787520,positive,positive
567813046811525120,neutral,positive
567812402764374016,positive,positive
567811428779868160,neutral,neutral
567810209088847873,negative,negative
567807967706488832,neutral,positive
567807640660619267,positive,neutral
567807288192290816,positive,neutral
567807278964023296,positive,neutral
567806905617281024,neutral,neutral
567806884191944705,positive,positive
567806872410161152,neutral,positive
567806467974365184,positive,positive
567796863467839488,neutral,neutral
567792185832394752,negative,negative
567787873778278400,negative,positive
567786760287096832,negative,negative
567786199415136256,neutral,neutral
567785481161953280,neutral,neutral
567785191901376512,negative,negative
567783687980367872,negative,negative
567772685472915456,negative,negative
567770107062284288,negative,negative
567769981128282113,positive,positive
567767269120688128,negative,neutral
567762071258152960,positive,positive
567759012806029312,positive,positive
567755402943930368,neutral,neutral
567753757702647810,neutral,positive
567748973910163457,negative,negative
567745903474540545,negative,negative
567744381432516608,negative,negative
567742937325260801,neutral,neutral
567742578561650688,positive,positive
567742148603170816,neutral,neutral
567735941846937600,positive,neutral
567728227465310208,neutral,neutral
567727292739092480,positive,positive
567726092518031360,neutral,neutral
570307876897628160,positive,positive
570307847281614848,positive,positive
570307109704900608,negative,negative
570307026263384064,negative,negative
570306733010264064,neutral,positive
570306217001799680,neutral,negative
570305603056349184,neutral,neutral
570304912468402177,negative,negative
570302375510056960,negative,neutral
570302023993831425,negative,negative
570301670892146688,neutral,neutral
570299889688702976,positive,positive
570299819610251265,positive,positive
570299388670701568,neutral,neutral
570299182310944768,negative,negative
570298918971576320,negative,negative
570298455068971008,negative,negative
570298411582394368,positive,positive
570298027103162368,neutral,neutral
570298018685165568,negative,negative
570297970891075584,neutral,neutral
570296556852789250,neutral,neutral
570295795985080320,negative,negative
570294743684517888,neutral,positive
570294445020733440,neutral,neutral
570294205999939584,negative,negative
570293957739081728,negative,negative
570293265221742594,neutral,neutral
570291866530398208,neutral,neutral
570291813912858625,positive,negative
570291642550386689,negative,negative
570291492545298432,negative,neutral
570291213007491076,negative,negative
570290993339244547,negative,negative
570290540274688001,positive,neutral
570289777184002048,negative,negative
570289557205327873,negative,negative
570288349392605186,negative,negative
570286924277030912,negative,negative
570286882623369217,negative,negative
570286565894828032,neutral,negative
570286100637466624,negative,negative
570285610176532480,neutral,neutral
570285578563891200,neutral,neutral
570285537833168896,negative,neutral
570285115655348226,neutral,neutral
570284934771974144,negative,negative
570284312697765888,positive,neutral
570283712409051136,positive,positive
570283571941924864,negative,negative
570283453750489088,negative,negative
570282089863626752,negative,negative
570282087065919488,positive,neutral
570280548922499073,negative,negative
570279720937529345,neutral,positive
570278024303775745,negative,negative
570277667519332353,negative,negative
570277418642120704,negative,negative
570276787063816192,neutral,positive
570276377401827329,negative,negative
570276018751016960,negative,negative
570275462921850880,negative,negative
570275153860386816,negative,negative
570275140157640704,negative,negative
570275123854487552,negative,negative
570272997052805120,negative,negative
570272511050383360,negative,negative
570272406570442752,neutral,neutral
570271846718775296,negative,negative
570271792314617857,negative,negative
570271791400112129,negative,negative
570271644473622528,negative,negative
570271367519604737,negative,neutral
570271205300703232,negative,neutral
570271064141352960,positive,positive
570270918095695872,negative,negative
570270728051765248,negative,negative
570270436463759360,negative,negative
570269172774649856,negative,negative
570269103648350208,negative,negative
570269035998408704,neutral,negative
570267915154538496,negative,negative
570265596220166144,negative,negative
570265542025719808,negative,negative
570264556443824128,negative,negative
570264153559949313,positive,positive
570263872004874240,positive,neutral
570262424038699008,negative,negative
570260984704700417,negative,negative
570260383862108160,negative,negative
570260294846451712,negative,negative
570260118043914240,negative,negative
570259691579809792,negative,negative
570259632557395968,negative,negative
570259311315836928,positive,positive
570259131879309312,neutral,neutral
570258760200953856,neutral,positive
570258476695302144,positive,neutral
570257564023128064,neutral,neutral
570257563003920384,negative,negative
570257377460514816,negative,negative
570254368538173440,negative,negative
570252986372329472,negative,negative
570252965392592896,negative,positive
570252666439385088,negative,negative
570252146320351232,negative,negative
570251549219393536,negative,negative
570251472203587584,positive,positive
570250053710819328,positive,neutral
570249871107723264,neutral,neutral
570249806540451843,negative,negative
570249680535339009,positive,neutral
570249083790733312,negative,negative
570247839563034624,negative,neutral
570247551368241153,negative,negative
570247428139569152,negative,negative
570247027117797376,negative,negative
570246963901427713,negative,negative
570245996334190592,negative,negative
570245555064074240,negative,negative
570244711388065793,negative,negative
570243296741752832,neutral,neutral
570241830757007360,negative,negative
570240043022991361,negative,negative
570239165675249666,neutral,neutral
570237629775675392,neutral,neutral
570237261494792192,negative,negative
570236221575704576,neutral,neutral
570236138603950080,negative,negative
570236014238699521,negative,negative
570235698608869376,negative,negative
570235686470746112,negative,negative
570235387009839104,negative,negative
570235195934117889,negative,negative
570234996562112512,neutral,negative
570234734942523393,negative,negative
570234650448125952,negative,negative
570232726206312448,positive,neutral
570232659282145280,negative,negative
570232533272567813,negative,negative
570232477618442241,negative,negative
570230752476049408,neutral,neutral
570230059170004994,negative,negative
570229936285331457,positive,neutral
570229842626478081,negative,negative
570229480821628928,negative,negative
570229133445242880,negative,negative
570228446053470208,negative,negative
570227149682155520,neutral,neutral
570226164146397184,neutral,negative
570225191458111489,negative,negative
570224727047872514,negative,negative
570223703285477376,negative,negative
570222630525014017,neutral,neutral
570219942961922048,neutral,neutral
570217606025748480,negative,negative
570217145428090880,negative,negative
570216086173581312,negative,negative
570215359963406337,neutral,neutral
570214660638511104,negative,positive
570212246053220352,negative,negative
570211810038521856,negative,negative
570211313072238592,neutral,neutral
570210970330669056,negative,negative
570210145239592960,negative,negative
570209482090917888,neutral,neutral
570208036314222592,positive,positive
570205880504815616,negative,negative
570204900375687168,negative,negative
570204730745421826,negative,negative
570204649363341312,negative,negative
570203218686423041,negative,negative
570201707621146624,negative,negative
570201440704028672,negative,negative
570200756827000832,negative,negative
570197589280366592,neutral,neutral
570196530566701056,negative,positive
570196424043814912,negative,neutral
570189291990728704,negative,negative
570188934564737024,negative,negative
570188838775103488,negative,negative
570188684881821696,negative,negative
570188353984958464,negative,negative
570187940221071360,positive,positive
570187080426397696,negative,negative
570185687569469440,negative,negative
570183702224834560,negative,positive
570182980142022656,negative,negative
570181906492297216,negative,neutral
570179158594220032,neutral,negative
570177593250582528,negative,negative
570176998355701760,positive,positive
570175761468030977,neutral,negative
570175669096882176,negative,negative
570175513035214848,negative,negative
570175238815657984,positive,positive
570175202807586816,negative,negative
570173090774294528,negative,negative
570172921102143488,neutral,neutral
570169567374401536,negative,negative
570165459783450624,negative,negative
570164810144481280,positive,neutral
570163662100549634,negative,neutral
570163259560452097,negative,negative
570160394494480384,negative,negative
570160277934747648,positive,positive
570160120698679296,negative,negative
570159741441335296,negative,negative
570151698489954304,negative,negative
570151672070205440,negative,negative
570144025451339776,neutral,negative
570143097809707008,negative,negative
570142263290011649,positive,positive
570138826032713729,negative,negative
570136977074491392,negative,negative
570135557151580160,neutral,neutral
570129828969459712,negative,negative
570126668922294272,negative,positive
570122958695477248,positive,positive
570121588487663616,neutral,positive
570121361953202178,negative,negative
570121135603486720,neutral,neutral
570119457286328320,negative,negative
570119247982137344,neutral,negative
570116209263427584,negative,negative
570115452568891392,negative,negative
570115366023770112,negative,negative
570115302991777792,negative,negative
570115243747074048,neutral,neutral
570114536448995328,negative,negative
570110386827087872,negative,negative
570109851709218816,positive,positive
570108801711341568,negative,negative
570108724636831745,neutral,negative
570107683027718144,negative,negative
570106900970221568,neutral,neutral
570106717490393088,neutral,negative
570106573395087362,negative,negative
570106249024446464,neutral,neutral
570105665093369856,neutral,neutral
570105441688158208,negative,negative
570105020999344128,positive,positive
570104913390206976,negative,negative
570104743747416064,neutral,negative
570102725842575360,positive,neutral
570101817041747968,neutral,negative
570101670882840576,negative,negative
570100438487314432,negative,negative
570100214733737985,positive,negative
570099762709581824,positive,neutral
570099717314457600,negative,negative
570097432383651840,negative,negative
570096582546165760,negative,negative
570096448571731968,neutral,negative
570095499287506946,positive,positive
570095172303900672,negative,negative
570093170874302464,negative,neutral
570092741654401024,negative,negative
570092599316389888,neutral,negative
570092196247969796,negative,negative
570091216013955073,negative,negative
570091109675769856,negative,negative
570091033368899584,negative,neutral
570090102195486722,neutral,negative
570088980278059008,neutral,neutral
570087435759185920,negative,negative
570087270524411904,neutral,neutral
570087006593642496,negative,negative
570086475989061632,negative,negative
570086399627685888,positive,positive
570085628576202752,negative,negative
570085589011148801,positive,positive
570085448271335424,negative,negative
570085056401838081,negative,negative
570083898031513600,neutral,negative
570083397873373184,negative,negative
570083363169669121,neutral,neutral
570083063331319808,positive,positive
570082960700870656,positive,positive
570082564502728704,negative,negative
570082243596591104,neutral,neutral
570081568733192192,neutral,negative
570081552891125760,negative,negative
570081411715059712,negative,neutral
570081213404180480,positive,neutral
570080863720878081,negative,negative
570079868253298688,negative,negative
570079699595980802,neutral,negative
570079676204347394,negative,negative
570079549914005504,negative,negative
570079536815034368,positive,neutral
570079237350100993,negative,negative
570079041547472896,negative,negative
570078894008594432,negative,negative
570078733735821313,negative,negative
570078718028222464,positive,positive
570077847672328192,negative,negative
570076814585913344,negative,negative
570074864708669440,neutral,negative
570074833993670657,negative,negative
570074583379939328,negative,negative
570073969690169344,negative,neutral
570073757508726784,neutral,positive
570072918094442496,negative,negative
570072252026376192,neutral,neutral
570071999780933634,neutral,neutral
570071482182692865,negative,negative
570070877351469057,negative,negative
570069236971806720,negative,neutral
570068435805310976,positive,neutral
570067529206358016,negative,negative
570067181733580800,negative,negative
570067079253991424,negative,negative
570066805810601985,negative,negative
570066634976555008,negative,neutral
570066450796257280,negative,negative
570066391388172290,negative,negative
570065109420101633,negative,negative
570065037231927296,neutral,neutral
570063869596475394,negative,negative
570063826508320769,negative,negative
570063574858493952,negative,negative
570063450174464000,negative,negative
570063224328081408,negative,negative
570061339604987904,negative,negative
570060997907447810,negative,negative
570059605662834688,neutral,negative
570059565947101184,negative,negative
570059530567962624,negative,negative
570058986025672704,neutral,positive
570058190647271424,negative,positive
570057930332102656,neutral,positive
570057601976631296,negative,negative
570057521353764864,negative,negative
570057178687475712,negative,negative
570056648137576449,negative,negative
570055898367799296,negative,negative
570055700790931456,negative,negative
570055285500469248,negative,negative
570054647689322496,positive,positive
570054574389788672,negative,negative
570054360505323520,negative,negative
570053912214024193,positive,positive
570053838499143680,negative,negative
570053734639792129,negative,negative
570053482029277184,neutral,negative
570053417311342593,negative,negative
570051875652767744,negative,negative
570051265373171712,negative,negative
570051191943483392,negative,neutral
570050891929280512,positive,positive
570050785490419712,neutral,negative
570050323017920512,neutral,neutral
570050268588597248,neutral,negative
570049923858567168,negative,negative
570049743549833216,neutral,negative
570049697924009984,negative,negative
570049295040307200,negative,negative
570048844702076930,negative,negative
570048726380765184,negative,negative
570048528602374144,neutral,neutral
570045712211288064,negative,negative
570045020402626561,negative,negative
570044681670696960,positive,positive
570044554130423808,neutral,neutral
570044428678778880,positive,neutral
570044286991015936,negative,negative
570043937244622849,neutral,neutral
570043820278050817,negative,negative
570043574097555456,neutral,negative
570042013908914176,negative,negative
570041988986347521,positive,negative
570041112624295936,positive,positive
570040644451708930,negative,positive
570040251764183040,negative,negative
570039756731494400,neutral,neutral
570039279050579968,neutral,neutral
570039094257938432,neutral,neutral
570038991527002112,positive,positive
570038694817767425,negative,negative
570037961020080129,negative,negative
570037336886546432,positive,positive
570036932270358528,positive,positive
570035728832446465,neutral,negative
570033778300620801,neutral,neutral
570033627939131392,positive,positive
570033341250056193,negative,negative
570033309113131008,neutral,positive
570033062202863616,neutral,negative
570031379456643072,positive,positive
570031098513592320,neutral,negative
570031016800161792,negative,negative
570030715900792832,neutral,neutral
570027321178099712,neutral,neutral
570026514923675648,negative,negative
570024703256956929,negative,negative
570023321904943105,negative,negative
570023232851419136,negative,negative
570023071698055168,negative,negative
570022715072983041,negative,negative
570022372901847042,neutral,neutral
570022345424834560,negative,negative
570021376024813568,neutral,neutral
570021075355963392,negative,negative
570020852210774016,positive,positive
570020275150049281,negative,negative
570019785788022785,neutral,negative
570019476235788288,negative,negative
570018445695148033,negative,negative
570018278946394112,neutral,neutral
570018079993937920,negative,negative
570016325667557376,neutral,positive
570016198747758593,positive,positive
570016052895092736,neutral,negative
570014689322643456,neutral,negative
570014406320517120,neutral,negative
570014190498287616,negative,negative
570012706704662528,neutral,neutral
570011505237716993,negative,negative
570011417249759233,negative,negative
570010976608780288,negative,negative
570009743160254464,negative,neutral
570009034385805312,positive,neutral
570008443626647552,negative,negative
570007003659149312,neutral,neutral
570005000643956736,negative,negative
570004899234074624,negative,negative
570004470370676737,neutral,neutral
570004247586013184,negative,negative
570003828658950145,positive,positive
570002454839820288,negative,negative
570002150115254272,negative,negative
570001906199887872,negative,negative
570000614794489856,neutral,negative
570000364692484099,negative,negative
570000287080951808,neutral,negative
569999790328541184,negative,negative
569999614624927744,positive,positive
569999529677852672,negative,negative
569998289447354371,negative,negative
569997351412228097,negative,negative
569996897009717248,negative,negative
569995961570856960,neutral,negative
569995897234288640,negative,negative
569995706909503488,positive,positive
569993952469880832,neutral,neutral
569993782311198720,neutral,positive
569992543875653633,neutral,neutral
569991606385967107,negative,negative
569991529764409344,negative,negative
569989661713666049,negative,negative
569989557644623875,negative,negative
569989416426434560,neutral,neutral
569989291188695040,negative,negative
569989178651508737,negative,negative
569989023478841345,neutral,neutral
569988839919394816,neutral,negative
569988785330479104,negative,neutral
569988762085806081,negative,negative
569988297633583104,negative,negative
569988078015815680,neutral,neutral
569988061150359552,negative,negative
569987348772950016,negative,negative
569986029463011328,negative,negative
569984791107338240,neutral,neutral
569984785860464640,negative,negative
569983990683148288,negative,negative
569983826245496832,negative,negative
569983375584272384,negative,negative
569983149028962304,negative,negative
569982678558048256,negative,negative
569982327654383616,negative,negative
569981034110050305,negative,negative
569980415919853569,negative,negative
569980177247285249,negative,negative
569979566279626752,negative,negative
569979211722596353,neutral,negative
569977492720779264,negative,negative
569976426163777536,negative,negative
569976131748823040,negative,negative
569976114124349440,negative,negative
569974772551032832,negative,negative
569973683466272768,negative,negative
569973088076460032,negative,negative
569972884052930560,neutral,neutral
569972097453137920,positive,neutral
569972073201688576,negative,negative
569972039844438016,negative,negative
569971648876584960,negative,negative
569971394701873153,negative,negative
569971033182048256,positive,positive
569970938525016065,negative,negative
569970599377788928,negative,negative
569970225443172353,negative,negative
569969999961391105,negative,positive
569969952654028800,positive,positive
